IA.Name,Member.ID,Start.Date,End.Date,IA.ID,IA.Group.1,IA.Group.2,Type,City,Voivodship,Full.Name,Age,Gender,RT.Affiliation,Profession
NSZZ Solidarność National Committee,141,1981-11-01,1981-12-31,IA00910,NSZZS,KK,Opposition Group Leadership Body National,NA,NA,Janusz Onyszkiewicz,51,M,Opposition,Academic Mathematician
Citizens Committee,146,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Edmund Jan Osmańczych,75,M,Opposition,Journalist
NSZZ Solidarność Temporary Coordinating Commission,147,1982-11-01,1982-12-31,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Janusz Pałubicki,41,M,Opposition,Academic Art History
Miners Solidarność National Committee,150,1988-10-01,1989-02-01,IA00741,MNRSO,NC,Opposition Group Leadership Body National,NA,NA,Piotr Polmański,34,M,Opposition,Worker Miner
Citizens Committee,152,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Edward Radziewicz,41,M,Opposition,Worker Mechanic
Group for Independent Education,153,1982-03-01,1989-02-01,IA00492,GIE,NA,Independent Society,NA,NA,Julian Radziewicz,51,M,Opposition,Academic Pedagogy
National Coordinating Committee for Health Service Workers Solidarność,155,1988-01-01,1989-02-01,IA00774,NCCHSW,NA,Opposition Group Leadership Body National,NA,NA,Krzysztof Rajpert,55,M,Opposition,Medical Doctor
NSZZ Solidarność Mazowsze Regional Executive Commission,162,1982-05-01,1982-08-29,IA00881,NSZZS,MAREC,Opposition Group Leadership Body Regional or Local,NA,NA,Zbigniew Romaszewski,49,M,Opposition,Academic Physics
International Association of Ergonomics,163,1979-01-01,1982-12-31,IA00589,IAE,NA,International Professional Association,NA,NA,Jan Rosner,83,M,Opposition,Academic Economics
NSZZ Solidarność Organizational Committee Opole Industrial Construction Enterprise No. 1 Management Works,169,1988-09-01,1989-02-01,IA00916,NSZZS,OCOICE1,Opposition Group Leadership Body Regional or Local,NA,NA,Janusz Sanocki,34,M,Opposition,Worker
NSZZ Solidarność Lower Silesia Regional Coordinating Committee for Healthcare,172,1980-09-01,1981-12-31,IA00866,NSZZS,LSRCCH,Opposition Group Leadership Body Regional or Local,NA,NA,Władysław Sidorowicz,54,M,Opposition,Medical Doctor
NSZZ Solidarność Committee for the Defense of Prisoners of Conscience,173,1980-12-01,1981-12-31,IA00810,NSZZS,KOWZP,Opposition Group Leadership Body National,NA,NA,Władysław Siła-Nowicki,75,M,Government,Lawyer
“KOS”,177,1982-08-01,1989-02-01,IA00063,KOS,NA,Periodical,NA,NA,Grażyna Staniszewska,39,F,Opposition,Academic
“Więż”,179,1958-01-01,1961-12-31,IA00161,WIEZ,NA,Periodical,NA,NA,Adam Stanowski,61,M,Opposition,Academic
First Solidarność National Congress Delegate,180,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Krystyna Starczewska,51,F,Opposition,Academic
NSZZ Solidarność Torun Regional Coordinating Commission,183,1987-01-01,1989-02-01,IA00895,NSZZS,TORCC,Opposition Group Leadership Body Regional or Local,NA,NA,Antoni Stawikowski,55,M,Opposition,Academic
“Krata”,185,1981-12-13,1982-12-30,IA00065,KRATA,NA,Periodical,NA,NA,Jerzy Stępien,42,M,Opposition,Lawyer
Pastoral Care for Lawyers,188,1982-01-01,1989-02-01,IA01029,PCL,NA,Charitable or Humanitarian Organization,NA,NA,Adam Strzembosz,58,M,Opposition,Lawyer
Reconciliation committee of Creative and Scientific Associations,190,1980-09-01,1981-12-31,IA01123,RCCSA,NA,Independent Society,NA,NA,Klemens Szaniawski,63,M,Opposition,Academic
Society for Academic Courses,192,1978-01-01,1981-12-31,IA01192,TKN,NA,Independent Society,NA,NA,Jan Józef Szczepański,70,M,Opposition,Journalist
Pastoral Care of the Parish Council of Former Political Prisoners and Internees,195,1983-01-01,1989-02-01,IA01033,PCPCFPP,NA,Charitable or Humanitarian Organization,NA,NA,Jacek Szymanderski,43,M,Opposition,Academic
“Karta”,199,1983-01-01,1989-02-01,IA00064,KARTA,NA,Periodical,NA,NA,Hanna świlda-Ziemba,58,F,Opposition,Academic
Factory Committee Solidarność Ursus Mechanical Factory,200,1988-09-01,1989-02-01,IA00420,FCUMF,NA,Protest Action,NA,NA,Henryk Tachasiuk,26,M,Opposition,Worker
Pastoral Care for Working People,202,1983-01-01,1989-02-01,IA01031,PCWP,NA,Charitable or Humanitarian Organization,NA,NA,Antoni Tokarczuk,37,M,Opposition,Academic
Social Council of the National Economy,205,1980-09-01,1981-12-13,IA01180,SCNE,NA,Independent Society,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
NSZZ Solidarność Member,206,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
NSZZ Solidarność Commission for National Understanding,209,1980-09-01,1981-12-13,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Lech Wałęsa,45,M,Opposition,Worker
NSZZ Solidarność Member,210,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
Gdańsk Agreement signatory,214,1980-08-31,1980-08-31,IA00458,GAGRS,NA,Political Agreement,Gdańsk,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
Polish Ecological Club,215,1980-10-01,1984-12-31,IA01049,PEC,NA,National Professional Association,NA,NA,Zbigniew Wierzbicki,69,M,Opposition,Academic
“Pomost”,218,1984-01-01,1989-02-01,IA00107,POMO,NA,Periodical,NA,NA,Ewa Wolak,55,F,Opposition,Medical Doctor
NSZZ Solidarność National Executive Commission,221,1987-12-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
KSS-KOR Collaborator,223,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Henryk Wujec,48,M,Opposition,Worker
All-Poland Coordinating Committee of Artistic and Scientific Associations,226,1980-09-01,1981-12-31,IA00209,APCC,NA,Independent Society,NA,NA,Jan Zalewski,58,M,Opposition,Journalist
Union of Polish Teachers - ZNP,229,1957-01-01,1980-12-31,IA01265,ZNP,NA,NA,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
NSZZ Solidarność Member,231,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Janusz Ziółkowski,64,M,Opposition,Academic
Free University Workers,19,1983-01-01,1984-12-31,IA00456,FUW,NA,Opposition Group,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
“21”,22,1986-01-01,1989-02-01,IA00001,21,NA,Periodical,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
NSZZ Solidarność National Executive Commission,37,1987-02-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Jerzy Dłużniewski,43,M,Opposition,Worker Textiles
Charitable Commission of St. Brigitte Church Gdańsk,38,1982-02-01,1989-02-01,IA00307,CCSTG,NA,Charitable or Humanitarian Organization,NA,NA,Wladysław Dobrowolski,61,M,Opposition,Academic Economics
NSZZ Solidarność Regional Strike Committee Lower Silesia Social Audit Commission,42,1984-01-01,1989-02-01,IA00919,NSZZS,RSCLSSAC,Protest Action,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
NSZZ Solidarność Press Information Bureau,43,1981-01-01,1981-12-13,IA00918,NSZZS,PIB,Opposition Group Leadership Body National,NA,NA,Jan Dworak,40,M,Opposition,Journalist
Seminar on “Poland in Europe”,44,1986-01-01,1989-02-01,IA01162,SEMPIE,NA,NA,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
Basic Objectives of the Polish Opposition Signatory,50,1987-05-31,1987-05-31,IA00259,BOPO,NA,Protest Statement,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
Group for Independent Education,51,1983-01-01,1989-02-01,IA00492,GIE,NA,Independent Society,NA,NA,Marek Frąckowiak,31,M,Opposition,Worker Librarian
Interned Białołęka,53,1981-12-13,1982-12-01,IA00548,INT,BIAL,Protest Action,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
NSZZ Solidarność Katowice Regional Coordinating Committee,61,1982-01-01,1985-12-31,IA00862,NSZZS,KARCC,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
First International Conference on Human Rights Kraków,69,1988-08-01,1988-08-31,IA00442,FIHRK,NA,Conference or Meeting,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
“Krytyka”,75,1985-01-01,1989-02-01,IA00069,KRYT,NA,NA,NA,NA,Janina Jankowska,49,F,Opposition,Journalist
NSZZ Solidarność National Executive Commission,84,1987-11-25,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
“Przegląd Polityczny”,86,1983-01-01,1989-02-01,IA00115,PRPO,NA,Periodical,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
NSZZ Solidarność Gdańsk Regional Coordinating Committee,87,1983-01-01,1989-02-01,IA00858,NSZZS,GKRCC,Opposition Group Leadership Body Regional or Local,NA,NA,Lech Kaczyński,39,M,Opposition,Lawyer
“Krytyka”,89,1983-01-01,1989-02-01,IA00069,KRYT,NA,Periodical,NA,NA,Marian Kallas,50,M,Opposition,Academic Historian
Salesian Society of the Helpers of the Church,91,1984-01-01,1989-02-01,IA01146,SSHC,NA,Charitable or Humanitarian Organization,NA,NA,Henryk Karaś,40,M,Opposition,Worker Mining Engineer
Citizens Committee,102,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Stefan Kozłowski,61,M,Opposition,Academic Geology
“Tygodnik Powszeczny”,104,1982-01-01,1987-12-31,IA00151,TYPOW,NA,NA,NA,NA,Marcin Król,44,M,Opposition,Journalist
NSZZ Solidarność Temporary Factory Committee State Clinical Hospital No. 4 Warsaw,106,1983-01-01,1989-02-01,IA00937,NSZZS,TFCH4W,Opposition Group Leadership Body Regional or Local,NA,NA,Marek Kulerski,50,M,Opposition,Medical Doctor
NSZZ Solidarność Mazowsze Regional Executive Commission,107,1982-01-01,1989-02-01,IA00881,NSZZS,MAREC,Opposition Group Leadership Body Regional or Local,NA,NA,Wiktor Kulerski,44,M,Opposition,Academic Historian
First Solidarność National Congress Delegate,110,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Władysław J.H. Kunicki-Goldfinger,72,M,Opposition,Academic Microbiologist
Social Committee on Health,112,1984-01-01,1989-02-01,IA01176,SCH,NA,Independent Society,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
NSZZ Solidarność National Commission Center for Socio-Union Studies,113,1980-09-01,1981-12-31,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
KOR Collaborator,114,1976-09-01,1977-09-30,IA00625,KOR,NA,Opposition Group,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
NSZZ Solidarność National Executive Commission,118,1988-09-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Władysław Liwak,46,M,Opposition,Lawyer
NSZZ Solidarność Temporary Coordinating Commission,120,1982-04-22,1984-06-08,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
NSZZ Solidarność Mazowsze Regional Board,121,1980-10-01,1980-12-31,IA00877,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
NSZZ Solidarność Commission for National Understanding,125,1980-09-01,1981-12-31,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Tadeusz Mazowiecki,61,M,Opposition,Journalist
NSZZ Solidarność Temporary Coordinating Commission,128,1983-01-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Jacek Merkel,34,M,Opposition,Worker Engineer
Society for Academic Courses,129,1978-01-01,1981-12-31,IA01192,TKN,NA,Independent Society,NA,NA,Adam Michnik,42,M,Opposition,Academic Historian
Inter-factory Organizational Committee Szczecin,132,1988-08-01,1988-08-31,IAOO581,MKOS,NA,NA,NA,NA,Andrzej Milczanowski,49,M,Opposition,Lawyer
NSZZ Solidarność Member,135,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Jan Mujżel,65,M,Opposition,Academic Economics
“Baza”,136,1982-01-01,1982-12-31,IA00004,BAZA,NA,Periodical,NA,NA,Michał Nawrocki,46,M,Opposition,Academic Physics
“Tygodnik Mazowsze”,139,1982-01-01,1989-02-01,IA00150,TYMAZ,NA,Periodical,NA,NA,Edward Olszewski,33,M,Opposition,Worker Robotics
KSS-KOR Collaborator,140,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Jan Olszewski,58,M,Opposition,Lawyer
First Solidarność National Congress Delegate,141,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Janusz Onyszkiewicz,51,M,Opposition,Academic Mathematician
NSZZ Solidarność Temporary Coordinating Commission,147,1986-01-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Janusz Pałubicki,41,M,Opposition,Academic Art History
Council of National Education,153,1982-07-01,1989-02-01,IA00359,CNE,NA,Government Leadership Body National,NA,NA,Julian Radziewicz,51,M,Opposition,Academic Pedagogy
Jagiellonian University Physics Institute,162,1984-08-01,1989-02-01,IA00603,UJ,PHIN,Postsecondary School,NA,NA,Zbigniew Romaszewski,49,M,Opposition,Academic Physics
NSZZ Solidarność National Coordinating Committee for Healthcare,172,1980-09-01,1981-12-31,IA00908,NSZZS,NCCH,Opposition Group Leadership Body National,NA,NA,Władysław Sidorowicz,54,M,Opposition,Medical Doctor
NSZZ Solidarność Commission for National Understanding,173,1980-09-01,1981-12-31,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Władysław Siła-Nowicki,75,M,Government,Lawyer
“Paragraf”,177,1982-08-01,1989-02-01,IA00099,PARA,NA,Periodical,NA,NA,Grażyna Staniszewska,39,F,Opposition,Academic
“Więż”,179,1977-01-01,1989-02-01,IA00161,WIEZ,NA,Periodical,NA,NA,Adam Stanowski,61,M,Opposition,Academic
“Idee”,180,1982-01-01,1989-02-01,IA00058,IDEE,NA,Periodical,NA,NA,Krystyna Starczewska,51,F,Opposition,Academic
NSZZ Solidarność National Executive Commission,183,1987-12-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Antoni Stawikowski,55,M,Opposition,Academic
“Tygodnik Powszeczny”,185,1982-12-01,1983-07-01,IA00151,TYPOW,NA,NA,NA,NA,Jerzy Stępien,42,M,Opposition,Lawyer
Meetings of a Religious Environment for Lawyers in Laski,188,1982-01-01,1989-02-01,IA00734,MREL,NA,Independent Society,NA,NA,Adam Strzembosz,58,M,Opposition,Lawyer
NSZZ Solidarność Committee for the Defense of Prisoners of Conscience,190,1980-12-10,1981-12-13,IA00810,NSZZS,KOWZP,Opposition Group Leadership Body National,NA,NA,Klemens Szaniawski,63,M,Opposition,Academic
Letter in Defense of the Kowalczyk Brothers,192,1981-05-01,1981-05-30,IA00658,LDKB,NA,Protest Statement,NA,NA,Jan Józef Szczepański,70,M,Opposition,Journalist
“Wola”,195,1983-01-01,1984-12-31,IA00163,WOLA,NA,Periodical,NA,NA,Jacek Szymanderski,43,M,Opposition,Academic
NSZZ Solidarność Bydgoszcz Regional Coordinating Committee,202,1985-01-01,1989-02-01,IA00856,NSZZS,BYRCC,Opposition Group Leadership Body Regional or Local,NA,NA,Antoni Tokarczuk,37,M,Opposition,Academic
Primates Social Council,205,1981-12-13,1984-12-31,IA01101,PSC,NA,Charitable or Humanitarian Organization,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
Primates Social Council,206,1981-12-13,1984-12-31,IA01101,PSC,NA,Charitable or Humanitarian Organization,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
First Solidarność National Congress Delegate,209,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Lech Wałęsa,45,M,Opposition,Worker
Polish Helsinki Committee,210,1982-10-01,1989-02-01,IA01057,PHC,NA,Opposition Group,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
NSZZ Solidarność National Executive Commission,212,1987-10-25,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Stanisław Węglarz,40,M,Opposition,Worker Miner
NSZZ Solidarność Member,214,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
Association for the Defense of the Tatr Mountains,215,1985-01-01,1989-02-01,IA00230,ADTM,NA,Independent Society,NA,NA,Zbigniew Wierzbicki,69,M,Opposition,Academic
NSZZ Solidarność Mazowsze Regional Coordinating Committee for Healthcare,218,1988-10-01,1989-02-01,IA00880,NSZZS,MARCCH,Opposition Group Leadership Body Regional or Local,NA,NA,Ewa Wolak,55,F,Opposition,Medical Doctor
Citizens Committee,221,1988-12-01,1983-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
Society for Academic Courses,223,1978-01-01,1981-12-13,IA01192,TKN,NA,Independent Society,NA,NA,Henryk Wujec,48,M,Opposition,Worker
NSZZ Solidarność Małopolska Regional Executive Board,228,1982-01-01,1987-10-01,IA00875,NSZZS,MPREB,Opposition Group Leadership Body Regional or Local,NA,NA,Jerzy Zdrada,52,M,Opposition,Academic
NSZZ Scientific Technical and Educational Workers,229,1980-09-01,1981-12-13,IA00801,NSZZST,PNTIO,Opposition Group,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
Society for Reform and Democracy,22,1987-01-01,1989-02-01,IA01193,SRD,NA,NA,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
“21”,25,1986-01-01,1989-02-01,IA00001,21,NA,Periodical,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
Gdańsk Polytechnic Foundation for Energy Conservation,38,1986-01-01,1989-02-01,IA00470,GPOLY,FFEC,Postsecondary School,Gdańsk,NA,Wladysław Dobrowolski,61,M,Opposition,Academic Economics
Wrocław Social Science Committee,42,1985-01-01,1989-02-01,IA01385,WRSSC,NA,Independent Society,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
“Tygodnik Solidarność”,43,1981-01-01,1981-12-13,IA00152,TYSOL,NA,Periodical,NA,NA,Jan Dworak,40,M,Opposition,Journalist
Basic Objectives of the Polish Opposition Signatory,44,1987-05-01,1987-05-30,IA00259,BOPO,NA,Protest Statement,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
“KOS”,51,1986-01-01,1989-02-01,IA00063,KOS,NA,Periodical,NA,NA,Marek Frąckowiak,31,M,Opposition,Worker Librarian
NSZZ Solidarność Temporary Coordinating Commission,53,1983-08-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
NSZZ Solidarność Katowice Regional Executive Committee,61,1986-01-01,1986-09-29,IA00864,NSZZS,KAREC,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
Citizens Committee,69,1989-01-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
“Tygodnik Powszeczny”,70,1984-01-01,1989-02-01,IA00151,TYPOW,NA,NA,NA,NA,Aleksander Hall,35,M,Opposition,Academic historian
Association of Polish Journalists,75,1961-01-01,1981-12-31,IA00243,SDP,NA,National Professional Association,NA,NA,Janina Jankowska,49,F,Opposition,Journalist
NSZZ Solidarność Temporary Council,84,1986-09-30,1987-11-25,IA00927,NSZZS,TR,Opposition Group Leadership Body National,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
“Głos Ursusa”,86,1983-01-01,1989-02-01,IA00049,GURS,NA,Periodical,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
NSZZ Solidarność Temporary Coordinating Commission,87,1983-01-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Lech Kaczyński,39,M,Opposition,Lawyer
Social Association for Human Rights,89,1984-01-01,1989-02-01,IA01173,SAHR,NA,Opposition Group,NA,NA,Marian Kallas,50,M,Opposition,Academic Historian
Christian Culture Weeks Lubin,91,1984-01-01,1989-02-01,IA00311,CCWL,NA,Charitable or Humanitarian Organization,NA,NA,Henryk Karaś,40,M,Opposition,Worker Mining Engineer
Dziekania Political Thought Club,104,1984-01-01,1989-02-01,IA00385,DPTC,NA,Salon,NA,NA,Marcin Król,44,M,Opposition,Journalist
OKN Education Culture Science,107,1982-01-01,1989-02-01,IA00965,OKN,NA,Independent Society,NA,NA,Wiktor Kulerski,44,M,Opposition,Academic Historian
NSZZ Solidarność Mazowsze Regional Board Center for Social Research,113,1980-09-01,1981-12-31,IA00879,NSZZS,MARBESR,Opposition Group Leadership Body Regional or Local,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
